app_id,review_date,review_title,user_role_title,company_industry,company_size,score
1254,"<div class=""review-date"">November 08, 2018</div>",['Greenhouse is valuable for us'],"<div class=""position"">Account Manager in Sales</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
1255,"<div class=""review-date"">December 21, 2018</div>",['Greenhouse (Ease of use)'],"<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">11-50 employees</span>",9
1256,"<div class=""review-date"">November 16, 2018</div>",['Greenhouse Review'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Sports<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1257,"<div class=""review-date"">November 16, 2018</div>",['High potential hiring platform'],"<div class=""position"">Employee in Product Management</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">51-200 employees</span>",7
1258,"<div class=""review-date"">September 27, 2018</div>",['Greenhouse is the best ATS!'],"<div class=""position"">Senior Talent Partner- HR Operations</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">51-200 employees</span>",10
1259,"<div class=""review-date"">September 07, 2018</div>",['Greenhouse has too much process for a smaller company. Should not be used for under 100 employees'],"<div class=""position"">Talent Acquisition Director (We're Hiring)</div>","<span class=""industry-type"">Market Research</span>","<span class=""size"">51-200 employees</span>",2
1260,"<div class=""review-date"">August 03, 2018</div>",['Greenhouse - great ATS for smaller companies'],"<div class=""position"">Senior Clinical Recruiter, Platinum Level, Contract</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">201-500 employees</span>",8
1261,"<div class=""review-date"">February 22, 2018</div>",['Fine Applicant Tracking System'],"<div class=""position"">Technical Talent Acquisition Manager</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">51-200 employees</span>",7
1262,"<div class=""review-date"">December 13, 2017</div>","[""Debating to try Lever instead of Greenhouse? Don't do it!""]","<div class=""position"">Senior Manager Talent Acquisition</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">51-200 employees</span>",10
1263,"<div class=""review-date"">October 31, 2017</div>","['Get all of your candidates in order, and build out your team!']","<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">51-200 employees</span>",8
1264,"<div class=""review-date"">October 26, 2017</div>",['Greenhouse is a solid hire'],"<div class=""position"">VP of Marketing</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">11-50 employees</span>",7
1265,"<div class=""review-date"">September 15, 2017</div>",['My company uses Greenhouse for our hiring/recruiting solution'],"<div class=""position"">Head of Customer Success</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">11-50 employees</span>",10
1266,"<div class=""review-date"">September 15, 2017</div>",['Give Greenhouse the green light'],"<div class=""position"">Corporate Sales Representative</div>","<span class=""industry-type"">Computer Networking</span>","<span class=""size"">51-200 employees</span>",10
1267,"<div class=""review-date"">Updated September 18, 2017</div>",['Greenhouse Tops all other ATSs!'],"<div class=""position"">People Operations Manager</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">201-500 employees</span>",10
1268,"<div class=""review-date"">December 09, 2016</div>",['Pretty Close To A Silver Bullet!'],"<div class=""position"">Director, Talent Acquisition</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">501-1000 employees</span>",9
1269,"<div class=""review-date"">April 04, 2016</div>",['Greenhouse is a MUST use ATS'],"<div class=""position"">Global Head of Talent</div>","<span class=""industry-type"">Marketing and Advertising</span>","<span class=""size"">51-200 employees</span>",10
1270,"<div class=""review-date"">April 04, 2016</div>",['Game Changer'],"<div class=""position"">Principal &amp; Chief Talent Officer</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">501-1000 employees</span>",9
1271,"<div class=""review-date"">April 01, 2016</div>",['Best ATS out there'],"<div class=""position"">Talent Manager</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">11-50 employees</span>",9
1272,"<div class=""review-date"">February 18, 2016</div>","['Great software, excellent customer service.']","<div class=""position"">Career Opportunities Manager</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">51-200 employees</span>",10
1273,"<div class=""review-date"">February 03, 2016</div>",['Best ATS I have ever used'],"<div class=""position"">Talent Advisor Team Lead</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">201-500 employees</span>",10
1274,"<div class=""review-date"">March 31, 2016</div>",['Greenhouse is great!'],"<div class=""position"">Manager</div>","<span class=""industry-type"">Venture Capital &amp; Private Equity</span>","<span class=""size"">11-50 employees</span>",10
1275,"<div class=""review-date"">March 18, 2018</div>",['Greenhouse Rocks!  Highly Recommended!'],"<div class=""position"">Executive in Finance and Accounting</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",9
1276,"<div class=""review-date"">June 07, 2018</div>",['Great platform for exploring whats available!'],"<div class=""position"">Employee in Customer Service</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",9
1277,"<div class=""review-date"">May 17, 2018</div>","['GreenHouse, an ATS platform']","<div class=""position"">Consultant in Sales</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">51-200 employees</span>",5
1278,"<div class=""review-date"">March 15, 2017</div>","[""Greenhouse doesn't have the strongest analytics, but fairs very well when stacked against competitors.""]","<div class=""position"">Program Manager in Human Resources</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">201-500 employees</span>",7
1279,"<div class=""review-date"">March 14, 2017</div>",['Why Greenhouse is the ONLY option you need.'],"<div class=""position"">Team Lead in Human Resources</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
1280,"<div class=""review-date"">December 14, 2016</div>",['Greenhouse love!'],"<div class=""position"">Employee in Other</div>","<span class=""industry-type"">Internet<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1281,"<div class=""review-date"">Updated December 03, 2016</div>","[""Greenhouse is the bomb dot com and better than all other ATS's!""]","<div class=""position"">Contributor in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",9
1282,"<div class=""review-date"">Updated November 29, 2016</div>","[""Greenhouse: Let's Build A Team Together""]","<div class=""position"">Team Lead in Customer Service</div>","<span class=""industry-type"">Apparel &amp; Fashion<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
1283,"<div class=""review-date"">October 31, 2016</div>",['Hiring made easier!'],"<div class=""position"">Professional in Information Technology</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
1284,"<div class=""review-date"">February 18, 2016</div>",['Recruiter = 1 million times easier'],"<div class=""position"">Manager in Other</div>","<span class=""industry-type"">Semiconductors<span> Company</span></span>","<span class=""size"">11-50 employees</span>",10
1285,"<div class=""review-date"">April 01, 2016</div>",['Creme de la Creme of ATSs'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
1286,"<div class=""review-date"">Updated August 31, 2020</div>","['Disappointed - Great Sales Pitch, no Follow through.']","<div class=""position"">Director in Human Resources</div>","<span class=""industry-type"">Staffing &amp; Recruiting<span> Company</span></span>","<span class=""size"">1-10 employees</span>",2
1287,"<div class=""review-date"">Updated March 06, 2020</div>",['Bullhorn is not just full of Bull****'],"<div class=""position"">Business Development Manager (MDJ Group)</div>","<span class=""industry-type"">Computer &amp; Network Security</span>","<span class=""size"">51-200 employees</span>",10
1288,"<div class=""review-date"">February 13, 2020</div>","[""Worst system and customer service I've ever used professionally""]","<div class=""position"">Vice President of Human Resources</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">11-50 employees</span>",1
1289,"<div class=""review-date"">February 12, 2020</div>",['Good Overall with Frequent Growing Pains'],"<div class=""position"">Partner/Operations Manager/ Executive Recruiter</div>","<span class=""industry-type"">Staffing &amp; Recruiting</span>","<span class=""size"">11-50 employees</span>",7
1290,"<div class=""review-date"">Updated September 25, 2019</div>",['Bullhorn is the Future of Recruiting management'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">5001-10,000 employees</span>",8
1291,"<div class=""review-date"">Updated September 16, 2019</div>",['Bullhorn: ATS/CRM leader'],"<div class=""position"">Sr. Technical Recruiter</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">501-1000 employees</span>",9
1292,"<div class=""review-date"">July 24, 2019</div>",['One of the best ATS I have ever used! Bullhorn is the way to go!!!!!'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">201-500 employees</span>",10
1293,"<div class=""review-date"">Updated May 21, 2019</div>",['Bullhorn- Potential is there'],"<div class=""position"">Operations Assistant/Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",7
1294,"<div class=""review-date"">September 12, 2019</div>","['Fast, efficient and transformational!']","<div class=""position"">Talent Development Manager</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">51-200 employees</span>",9
1295,"<div class=""review-date"">October 23, 2019</div>",['Great recruitment platform with a ton of features.'],"<div class=""position"">Account Manager in Sales</div>","<span class=""industry-type"">Hospital &amp; Health Care<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",9
1296,"<div class=""review-date"">August 30, 2019</div>",['Powerful Recruitment Tools that user-friendly'],"<div class=""position"">Professional in Information Technology</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
1297,"<div class=""review-date"">August 20, 2019</div>",['Not fully realized'],"<div class=""position"">Account Manager in Sales</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">11-50 employees</span>",3
1298,"<div class=""review-date"">August 02, 2019</div>",['Bullhorn - A Great ATS!'],"<div class=""position"">Account Manager in Sales</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
1299,"<div class=""review-date"">July 11, 2019</div>",['Bullhorn ATS'],"<div class=""position"">Team Lead in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",8
1300,"<div class=""review-date"">May 10, 2019</div>",['Great CRM tool to ease the recruitment process'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
1301,"<div class=""review-date"">June 22, 2018</div>",['Robust offering with room for improvement'],"<div class=""position"">Talent Acquisition Specialist</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1302,"<div class=""review-date"">June 22, 2018</div>",['Bullhorn Review'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">501-1000 employees</span>",7
1303,"<div class=""review-date"">June 21, 2018</div>",['Bullhorn is the way to go!'],"<div class=""position"">Senior Technical Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">501-1000 employees</span>",10
1304,"<div class=""review-date"">Updated June 19, 2018</div>","['The Good, The Bad and The Ugly']","<div class=""position"">Sales Administrator</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">51-200 employees</span>",7
1305,"<div class=""review-date"">Updated January 26, 2018</div>",['Bullhorn-Your go to ATS/CRM'],"<div class=""position"">Director, Recruiting</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">201-500 employees</span>",9
1306,"<div class=""review-date"">April 27, 2018</div>",['Okay but no back office.'],"<div class=""position"">Talent Director</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",6
1307,"<div class=""review-date"">November 27, 2017</div>",['One Stop Shop for CRM'],"<div class=""position"">Technical Recruiter &amp; Account Manager</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">501-1000 employees</span>",10
1308,"<div class=""review-date"">Updated June 28, 2018</div>",['Fantastic Recruitment focused CRM System'],"<div class=""position"">UK Manager - Recruitment Operations &amp; Marketing</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">11-50 employees</span>",10
1309,"<div class=""review-date"">June 22, 2018</div>",['Bullhorn ATS & CRM Review'],"<div class=""position"">Consultant / Technical Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",10
1310,"<div class=""review-date"">January 29, 2018</div>",['Bullhorn CRM Review'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1001-5000 employees</span>",8
1311,"<div class=""review-date"">Updated January 26, 2018</div>",['Bullhorn CRM - A great recruiting tool'],"<div class=""position"">Project Lead</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">51-200 employees</span>",9
1312,"<div class=""review-date"">Updated January 25, 2018</div>",['Big Fan! Love it!'],"<div class=""position"">Account Executive, Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",10
1313,"<div class=""review-date"">Updated January 25, 2018</div>",['Bullhorn CRM Review'],"<div class=""position"">Managing Consultant</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">501-1000 employees</span>",8
1314,"<div class=""review-date"">January 17, 2018</div>","[""Bullhorn; blummin' brilliant""]","<div class=""position"">Data Executive</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">51-200 employees</span>",10
1315,"<div class=""review-date"">October 10, 2017</div>","[""Looking to get candidate's attention? Best to use a Bullhorn!""]","<div class=""position"">Director Information Technology</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">11-50 employees</span>",9
1316,"<div class=""review-date"">Updated October 10, 2017</div>",['Reliable System'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">501-1000 employees</span>",10
1317,"<div class=""review-date"">October 09, 2017</div>",['Great Application for Staffing'],"<div class=""position"">Sales Support Administrator / Recruiting Coordinator</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1318,"<div class=""review-date"">Updated January 26, 2018</div>",['Great CRM. Works well with Staffing & Recruiting industry.'],"<div class=""position"">Director Of Sales</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",10
1319,"<div class=""review-date"">January 17, 2018</div>",['Bullhorn Review from a Search Firm Perspective'],"<div class=""position"">Director and Executive Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">1-10 employees</span>",9
1320,"<div class=""review-date"">November 03, 2016</div>",['Comprehensive Design'],"<div class=""position"">Onboarding and Benefits Coordinator</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">201-500 employees</span>",9
1321,"<div class=""review-date"">November 03, 2016</div>",['Admin Support using Bullhorn'],"<div class=""position"">Account Support Representative</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">501-1000 employees</span>",7
1322,"<div class=""review-date"">November 02, 2016</div>",['Procom Bullhorn Review'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">51-200 employees</span>",8
1323,"<div class=""review-date"">March 28, 2016</div>",['Bullhorn Review After 1 Year'],"<div class=""position"">Client Services Manager</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1324,"<div class=""review-date"">February 18, 2016</div>","['The WORST SERVICE I have experienced in my life, mediocre-to-average software when it works properly']","<div class=""position"">CEO</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",1
1325,"<div class=""review-date"">September 08, 2015</div>","['Not what we expected, unfortunately.']","<div class=""position"">Founder / Director</div>","<span class=""industry-type"">Human Resources</span>","<span class=""size"">1-10 employees</span>",3
1326,"<div class=""review-date"">Updated April 07, 2015</div>","['Bullhorn?...If You Must, But I Recommend Another Option']","<div class=""position"">Recruiting Manager</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">51-200 employees</span>",3
1327,"<div class=""review-date"">Updated April 07, 2015</div>",['Bullhorn - THE ATS of choice!'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">201-500 employees</span>",9
1328,"<div class=""review-date"">Updated April 07, 2015</div>",['A Matador Stands No Chance Against Bullhorn ATS'],"<div class=""position"">Resourcer</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">501-1000 employees</span>",8
1329,"<div class=""review-date"">March 02, 2015</div>",['Must be Patient with Bullhorn'],"<div class=""position"">Operations Assistant</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1330,"<div class=""review-date"">September 04, 2014</div>",['Grab the Bull-by the-Horn with Bullhorn S Release'],"<div class=""position"">Senior Recruiter - Technology, Accounting and Finance</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",9
1331,"<div class=""review-date"">November 29, 2017</div>",['Should be called Bull**** instead.'],"<div class=""position"">Professional in Corporate</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",3
1332,"<div class=""review-date"">October 24, 2017</div>",['Bullhorn Meets Our Needs'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Management Consulting<span> Company</span></span>","<span class=""size"">11-50 employees</span>",7
1333,"<div class=""review-date"">January 19, 2018</div>",['Good - Not Great'],"<div class=""position"">Manager in Other</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">51-200 employees</span>",4
1334,"<div class=""review-date"">March 31, 2017</div>",['Bullhorn CRM grabs recruiters by the horns!'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">1001-5000 employees</span>",9
1335,"<div class=""review-date"">October 10, 2017</div>",['Great!'],"<div class=""position"">Employee in Information Technology</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",8
1336,"<div class=""review-date"">June 16, 2015</div>",['Bullhorn is the best ATS by far!'],"<div class=""position"">Manager in Other</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1337,"<div class=""review-date"">Updated April 08, 2015</div>",['How Bullhorn has helped our team'],"<div class=""position"">Employee in Information Technology</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">51-200 employees</span>",8
1338,"<div class=""review-date"">February 20, 2015</div>",['Bullhorn ATS is a Great resource!'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Information Technology and Services<span> Company</span></span>","<span class=""size"">1-10 employees</span>",8
1339,"<div class=""review-date"">August 25, 2014</div>",['User Friendly Recruiting Tool'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">5001-10,000 employees</span>",5
1340,"<div class=""review-date"">January 31, 2014</div>",['Talent Acquisition'],"<div class=""position"">Consultant in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">11-50 employees</span>",5
1341,"<div class=""review-date"">August 26, 2020</div>","[""Not quite an ATS yet so don't waste your time with this""]","<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Pharmaceuticals<span> Company</span></span>","<span class=""size"">51-200 employees</span>",3
1342,"<div class=""review-date"">February 11, 2020</div>",['Putting Quality First At LinkedIn'],"<div class=""position"">Account Manager</div>","<span class=""industry-type"">Marketing &amp; Advertising</span>","<span class=""size"">11-50 employees</span>",8
1343,"<div class=""review-date"">December 13, 2019</div>","[""Talent Hub isn't worth your time""]","<div class=""position"">Recruiter</div>","<span class=""industry-type"">Consumer Services</span>","<span class=""size"">51-200 employees</span>",5
1344,"<div class=""review-date"">October 30, 2019</div>",['Hire Better and Faster'],"<div class=""position"">Communications Manager</div>","<span class=""industry-type"">Non-Profit Organization Management</span>","<span class=""size"">1-10 employees</span>",9
1345,"<div class=""review-date"">Updated January 21, 2020</div>",['LinkedIn Talent - Go one step deeper with your LinkedIn Networking'],"<div class=""position"">Analyst in Marketing</div>","<span class=""industry-type"">Oil &amp; Energy<span> Company</span></span>","<span class=""size"">51-200 employees</span>",8
1346,"<div class=""review-date"">March 11, 2020</div>",['Simple to use tool that offers a lot of results'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Financial Services<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
1347,"<div class=""review-date"">October 15, 2019</div>",['We love LinkedIn Talent'],"<div class=""position"">Account Executive</div>","<span class=""industry-type"">Marketing and Advertising</span>","<span class=""size"">501-1000 employees</span>",7
1348,"<div class=""review-date"">September 20, 2019</div>","[""It's undeniable that talent lives on Linkedin""]","<div class=""position"">Director of Customer Success</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">11-50 employees</span>",8
1349,"<div class=""review-date"">October 06, 2019</div>",['Save Time and Attract Talent'],"<div class=""position"">Owner</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">1-10 employees</span>",8
1350,"<div class=""review-date"">May 13, 2019</div>",['Everything you need in one place.'],"<div class=""position"">Chief Operating Officer</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">11-50 employees</span>",9
1351,"<div class=""review-date"">October 05, 2019</div>",['Connecting businesses with the best talent'],"<div class=""position"">Administrator in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">201-500 employees</span>",10
1352,"<div class=""review-date"">October 25, 2019</div>",['A great software that meets our ROI needs'],"<div class=""position"">Analyst in Social Media</div>","<span class=""industry-type"">Utilities<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",7
1353,"<div class=""review-date"">October 16, 2019</div>","[""LinkedIn Talent is all you need. Others truly don't compare.""]","<div class=""position"">Account Manager in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">11-50 employees</span>",10
1354,"<div class=""review-date"">October 15, 2019</div>",['LinkedIn Talent has got talent!'],"<div class=""position"">Executive in Sales</div>","<span class=""industry-type"">Marketing and Advertising<span> Company</span></span>","<span class=""size"">501-1000 employees</span>",7
1355,"<div class=""review-date"">October 15, 2019</div>",['LinkedIn Talent for all your recruiting needs'],"<div class=""position"">Engineer in Information Technology</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",10
1356,"<div class=""review-date"">October 09, 2019</div>",['Excellent platform to hire excellent resources'],"<div class=""position"">Professional in Human Resources</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">51-200 employees</span>",9
1357,"<div class=""review-date"">October 05, 2019</div>",['Makes Hiring As Easy As Snapping Your Fingers'],"<div class=""position"">Professional in Corporate</div>","<span class=""industry-type"">Marketing and Advertising<span> Company</span></span>","<span class=""size"">11-50 employees</span>",9
1358,"<div class=""review-date"">October 05, 2019</div>",['LinkedIn Talent Makes Finding the Right Recruit Easy'],"<div class=""position"">Manager in Marketing</div>","<span class=""industry-type"">Computer Software<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
1359,"<div class=""review-date"">October 04, 2019</div>","[""LinkedIn Talent is not bad, but as a small company it's not worth the costs.""]","<div class=""position"">Manager in Corporate</div>","<span class=""industry-type"">Architecture &amp; Planning<span> Company</span></span>","<span class=""size"">11-50 employees</span>",5
1360,"<div class=""review-date"">October 21, 2019</div>",['LinkedIn Talent Review'],"<div class=""position"">Manager in Human Resources</div>","<span class=""industry-type"">Staffing and Recruiting<span> Company</span></span>","<span class=""size"">51-200 employees</span>",10
1361,"<div class=""review-date"">October 15, 2019</div>",['Great program for finding candidates quickly!'],"<div class=""position"">Contributor in Human Resources</div>","<span class=""industry-type"">Logistics and Supply Chain<span> Company</span></span>","<span class=""size"">11-50 employees</span>",9
1362,"<div class=""review-date"">December 24, 2018</div>","['Linkedin Talent, A Solid Recruiting Platform!']","<div class=""position"">Senior Talent Partner- HR Operations</div>","<span class=""industry-type"">Information Technology and Services</span>","<span class=""size"">51-200 employees</span>",10
1363,"<div class=""review-date"">February 11, 2019</div>",['Qualified Candidates!'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">10,001+ employees</span>",8
1364,"<div class=""review-date"">November 02, 2018</div>",['LinkedIn Talent'],"<div class=""position"">Senior Public Sector Recruiter - Technical &amp; Professional Services</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",8
1365,"<div class=""review-date"">January 23, 2019</div>",['Pros & Cons of LinkedIn Talent'],"<div class=""position"">Sr Technical Recruiter - Contract</div>","<span class=""industry-type"">Staffing and Recruiting</span>","<span class=""size"">11-50 employees</span>",10
1366,"<div class=""review-date"">December 20, 2018</div>",['Casual Networking'],"<div class=""position"">HRIS Analyst</div>","<span class=""industry-type"">Hospital &amp; Health Care</span>","<span class=""size"">5001-10,000 employees</span>",7
1367,"<div class=""review-date"">February 03, 2019</div>",['LinkedIn Talent is a Must-Have'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Defense &amp; Space<span> Company</span></span>","<span class=""size"">10,001+ employees</span>",10
1368,"<div class=""review-date"">November 01, 2018</div>",['Good source to find qualified candidates'],"<div class=""position"">Employee in Human Resources</div>","<span class=""industry-type"">Electrical/Electronic Manufacturing<span> Company</span></span>","<span class=""size"">201-500 employees</span>",9
1369,"<div class=""review-date"">April 26, 2018</div>",['Leverage LinkedIn Talent to bolster your pipelines!'],"<div class=""position"">Technical Recruiter</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">51-200 employees</span>",7
1370,"<div class=""review-date"">April 16, 2018</div>",['The advantages of using LinkedIn Talent'],"<div class=""position"">Group Recruitment Officer</div>","<span class=""industry-type"">Telecommunications</span>","<span class=""size"">201-500 employees</span>",9
1371,"<div class=""review-date"">April 01, 2018</div>",['LinkedIn Talent is a Must-Have Tool'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Financial Services</span>","<span class=""size"">201-500 employees</span>",10
1372,"<div class=""review-date"">February 28, 2018</div>",['LinkedIn Talent is very useful!'],"<div class=""position"">Senior HR Generalist</div>","<span class=""industry-type"">Publishing</span>","<span class=""size"">51-200 employees</span>",10
1373,"<div class=""review-date"">February 23, 2018</div>",['LinkedIn Recruiter is an Excellent Tool'],"<div class=""position"">Technical Talent Acquisition Manager</div>","<span class=""industry-type"">Internet</span>","<span class=""size"">51-200 employees</span>",9
1374,"<div class=""review-date"">February 05, 2018</div>",['LinkedIn Talent: Emerging as a Top Recruiting Tool'],"<div class=""position"">Recruiter</div>","<span class=""industry-type"">Pharmaceuticals</span>","<span class=""size"">11-50 employees</span>",8
1375,"<div class=""review-date"">February 05, 2018</div>","['For Our Industry, Not Paying Off']","<div class=""position"">HR/Payroll Specialist</div>","<span class=""industry-type"">Paper &amp; Forest Products</span>","<span class=""size"">1001-5000 employees</span>",4
1376,"<div class=""review-date"">February 02, 2018</div>","['LinkedIn Talent. Easy to train, easy to use']","<div class=""position"">Global Operations Manager, Analytics and Process Automation</div>","<span class=""industry-type"">Computer Software</span>","<span class=""size"">1001-5000 employees</span>",9
1377,"<div class=""review-date"">September 18, 2017</div>",['LinkedIn Recruiter Pro - A good time'],"<div class=""position"">Business Development Manager (MDJ Group)</div>","<span class=""industry-type"">Computer &amp; Network Security</span>","<span class=""size"">51-200 employees</span>",8
